"","ISO","Cases_Resistance","Cases_Resilience","Cases_Reduction","Cases_R2_fit","Tests_Resistance","Tests_Resilience","Tests_Reduction","Tests_R2_fit","Deaths_Resistance","Deaths_Resilience","Deaths_Reduction","Deaths_R2_fit","Cases_Peak_DOY","Tests_Peak_DOY","Deaths_Peak_DOY","Stringency_Mean","Stringency_Decay","Stringency_Background","Stringency_Adaptive","Population","Pop_Dens","Country_Size","Median_Age","GDP_per_Capita","Hospital_Beds_per_1000","Life_Expectancy","Human_Development_Index","Trust","Power_Distance","Individualism","Masculinity","Uncertainty_Avoidance","Long_Term_Orientation","Indulgence"
"141","PSE",-6.20063135411815e-05,0.00559237815019229,0.125189681335357,0.894897219612189,NA,NA,NA,NA,-5.41026256239444e-07,0.0240048422266916,0.376811594202899,0.957989532796256,193,NA,196,70.0841853035144,83.0777272727273,67.416245210728,16.522639553429,5101416,778.202,6555.38793269614,20.4,4449.898,NA,74.05,0.686,NA,80,38,53,68,23,34
"142","QAT",-0.000594364574149792,0.018823911038389,0.870030366736744,0.881679524890374,-0.364925860050231,0.0197134700583312,0.878119118592604,0.944195016794156,-9.71864522085621e-07,0.0217858862097019,0.857142857142857,0.932478187745367,152,142,179,64.8956862745098,76.3973333333333,57.4752688172043,22.081641025641,2881060,227.322,12673.9162949473,31.9,116935.6,1.2,80.23,0.856,NA,80,38,53,68,23,34
"143","ROU",-1.78836514711076e-05,0.0178954597741415,0.506917800255784,0.94773266780723,-0.106304499053597,0.0320662319160719,0.820849103804919,0.989396103788834,-1.27874033888282e-06,0.030837371115269,0.582113821138211,0.979765829796358,105,92,121,50.8164423076923,82.2853333333333,45.6502352941176,45.0011164658635,19237682,85.129,225982.708595191,43,23313.199,6.892,76.05,0.811,12.1,90,30,42,90,52,20
"144","RUS",-6.79513255470983e-05,0.00763014338428008,0.511163280370778,0.994171570145922,-0.048481356509667,0.00808686106177683,0.653438214696562,0.938913137333806,-1.15065351939494e-06,0.00666217595151102,0.412815626488804,0.895957341451336,134,121,158,54.7700319488818,71.4430392156863,46.7100947867299,23.4512535014006,145934460,8.823,16540231.2138728,39.6,24765.954,8.05,72.58,0.816,22.9,93,39,36,95,81,20
"145","RWA",-6.82200233180302e-06,0.0657208575933886,0.911724762335899,0.980069179489953,-0.0176642277397945,0.0386963116046853,0.792206079018104,0.981882796200456,-4.32358681055872e-08,0.0196837700883162,0.785714285714286,0.864783856649757,238,238,241,64.4802931596091,76.1235714285714,62.6349433962264,13.4857010582011,12952209,494.869,26173.0053812221,20.3,1854.211,NA,69.02,0.524,NA,NA,NA,NA,NA,18,37
"146","SAU",-0.00011224837505124,0.0176034282218025,NA,0.958121078459719,-0.147959643628467,0.0201687242051349,0.956835270758432,0.963410750969254,-1.30982289327411e-06,0.00705464546524279,NA,0.944785774093948,175,158,179,60.442783171521,60.7637179487179,60.1155555555556,0.648162393162394,34813867,15.322,2272149.00143584,31.9,49045.411,2.7,75.13,0.853,NA,NA,NA,NA,NA,36,52
"147","SDN",-4.19984196315793e-06,0.0278724961905551,0.979582971329279,0.892667352882876,NA,NA,NA,NA,-3.20187777816775e-07,0.0373513171872708,1,0.842049798276171,159,NA,159,57.2318954248366,69.548992248062,48.2550282485876,16.910890058281,43849269,23.258,1885341.34491358,19.7,4466.507,0.8,65.31,0.502,NA,80,38,53,68,23,34
"148","SEN",-7.27905575333867e-06,0.027641821011752,0.908106334099114,0.987140904608831,-0.114519945909398,0.0195898719615949,0.868416669766369,0.962612124866103,-1.91114033563208e-07,0.0248868565693749,0.925,0.967460699470334,215,196,210,43.100032051282,38.7913541666667,45.015,-7.06439712867012,16743930,82.328,203380.745311437,18.7,2470.58,NA,67.94,0.505,NA,77,20,46,54,9,78
"149","SGP",-0.00013426221334373,0.026317535976965,0.99221158137849,0.927364658897564,NA,NA,NA,NA,-8.20464714632971e-08,0.0381795701317143,1,0.915828188604948,118,NA,111,53.6339215686274,59.7130952380952,40.3357291666667,19.3773660714286,5850343,7915.731,739.078045982108,42.4,85535.383,2.4,83.62,0.932,NA,74,20,48,8,72,46
"150","SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8221864951769,NA,NA,NA,686878,21.841,31449.0179021107,20.8,2205.923,1.4,73,0.546,NA,NA,NA,NA,NA,NA,NA
"151","SLE",-3.27442009731747e-06,0.0140919996287744,0.95077663530956,0.916802635612881,NA,NA,NA,NA,-1.85533757428402e-07,0.0241241771866627,1,0.920675291280809,138,NA,134,37.8715335463259,39.6678835978836,35.1335483870968,4.92098704615945,7976985,104.7,76188.9684813754,19.1,1390.3,NA,54.7,0.419,NA,77,20,46,54,9,78
"152","SLV",-6.25759207893804e-05,0.0423736565367224,0.762195722873756,0.96683536397789,-0.164689270121565,0.0421221771098823,0.77567676860833,0.972820778832174,-1.63423859359277e-06,0.0215004398147077,0.664150943396226,0.955575147135725,213,213,210,69.6861980830671,86.0151282051282,67.3620072992701,14.0468559538193,6486201,307.811,21072.0247164656,27.6,7292.458,1.3,73.32,0.674,NA,71,27,19,88,49,48
"153","SMR",-0.000370086628557959,0.0674930950173178,1,0.95207367490513,NA,NA,NA,NA,-3.53585950851553e-05,0.075529571198741,1,0.904865872396081,109,NA,82,42.6989743589744,55.9061052631579,36.9170506912442,12.6754156079855,33938,556.667,60.9664305590236,NA,56861.47,3.8,84.97,NA,NA,NA,NA,NA,NA,NA,NA
"154","SOM",-2.97737041187188e-06,0.0326377967086349,0.953508030431107,0.936683011205634,NA,NA,NA,NA,-1.2080623818246e-07,0.0498539851333385,1,0.9307960046972,128,NA,125,33.7544051446945,41.6491,30.0128436018957,14.6558924528302,15893219,23.5,676307.191489362,16.8,NA,0.9,57.4,NA,NA,64,27,41,52,32,40
"155","SRB",-4.17600104400026e-05,0.0399149349132572,0.802646396396396,0.949557213539964,-0.337792642140468,0.0515143276488938,0.964029121783655,0.96712687796407,-7.93581279476401e-07,0.0434150894151192,0.866666666666667,0.931854834964987,105,71,103,51.583680781759,78.1594117647059,43.2335897435897,38.0757973068746,6804596,80.291,84749.1748763871,41.2,14048.881,5.609,76,0.787,16.3,86,25,43,92,52,28
"156","SSD",-5.01352141006808e-06,0.0278578018634897,0.955096222380613,0.774338047314357,NA,NA,NA,NA,-1.00056022438992e-07,0.0476750478985354,1,0.817338541594538,152,NA,169,56.4334185303514,82.6340963855422,46.9783913043478,37.6544810009268,11193729,NA,NA,19.2,1569.888,NA,57.85,0.388,NA,64,27,41,52,32,40
"157","STP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219161,212.841,1029.69352709299,18.7,3052.714,2.9,70.39,0.589,NA,NA,NA,NA,NA,NA,NA
"158","SUR",-0.000140394181039626,0.0339849190625741,0.971163186012628,0.991609474853831,NA,NA,NA,NA,-3.47746635892226e-06,0.0272854987372547,NA,0.821956918675939,222,NA,238,62.7719808306709,70.3305454545455,58.6762068965517,11.6770454545455,586634,3.612,162412.513842746,29.6,13767.119,3.1,71.68,0.72,NA,85,47,37,92,NA,NA
"159","SVK",-7.50232203827247e-06,0.0746199268288692,0.9609375,0.963844001703078,-0.0415185227663723,0.0608052163364201,0.981112638664458,0.963712847508916,-1.75835672772011e-07,0.103624614610697,1,0.970106019954923,102,78,115,46.5169009584665,74.0370833333333,41.5321132075472,41.9294583333333,5459643,113.128,48260.757725762,41.2,30155.152,5.82,77.54,0.855,21.4,104,52,110,51,77,28
"160","SVN",-1.82016535413376e-05,0.0695884016054326,0.979915433403805,0.950848464430548,-0.0367781396457225,0.0743108608189168,0.971814543559304,0.985831652992402,-1.36608604802851e-06,0.0663355817637778,1,0.94793033698053,82,91,98,46.5693092105263,77.0338095238095,38.6055601659751,65.4134761904762,2078932,102.619,20258.7435075376,44.5,31400.84,4.5,81.32,0.896,25.3,71,27,19,88,49,48
"161","SWE",-0.000102593553791512,0.0223992888863942,0.851407172914334,0.810224918557798,NA,NA,NA,NA,-8.68577629868298e-06,0.0330893721238604,0.982672138622891,0.95439662924869,165,NA,106,48.6957188498403,58.4834567901235,45.2784482758621,19.02688336355,10099270,24.718,408579.577635731,41,46949.283,2.22,82.8,0.933,62.8,31,71,5,29,53,78
"162","SWZ",-6.60596260528684e-05,0.0250068735709164,0.854906054279749,0.99464336044349,NA,NA,NA,NA,-1.75837209222144e-06,0.0345322552608615,0.980392156862745,0.939482998656018,218,NA,219,61.1355555555556,63.8982352941176,60.0729864253394,2.30445978391356,1160164,79.492,14594.7265133598,21.5,7738.975,2.1,60.19,0.588,NA,NA,NA,NA,NA,NA,NA
"163","SYC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6859333333333,NA,NA,NA,98340,208.354,471.985179070236,36.2,26382.287,3.6,73.4,0.797,NA,64,27,41,52,32,40
"164","SYR",-4.21469891101803e-06,0.0219684716726099,0.468004338394794,0.997369467048085,NA,NA,NA,NA,-1.89707163565345e-07,0.010234300234783,0.289156626506024,0.878690322358835,237,NA,240,55.2886900958466,52.8396774193548,55.5579078014184,-4.91213653413354,17500657,NA,NA,21.7,NA,1.5,72.7,0.536,NA,80,38,53,68,23,34
"165","TCD",-1.56338855703072e-06,0.0926193297241611,0.967289719626168,0.963946302399207,NA,NA,NA,NA,-1.41240710759784e-07,0.0746728687813401,1,0.944684095365172,137,NA,129,55.9156869009585,73.6284090909091,50.6338864628821,39.143104743083,16425859,11.833,1388139.86309473,16.7,1768.153,NA,54.24,0.404,NA,NA,NA,NA,NA,NA,NA
"166","TGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1831730769231,NA,NA,NA,8278737,143.366,57745.4696371525,19.4,1429.813,0.7,61.04,0.503,NA,77,20,46,54,9,78
"167","THA",-1.34154770077435e-06,0.0465756231858189,0.973942759504485,0.858513348489146,-0.0340861361506898,0.0578285784849563,0.988443486576114,0.861896602019523,-2.63610398272618e-08,0.0615194695899456,1,0.943537544990988,89,83,95,45.5741389728097,72.6845238095238,36.3544129554656,61.3256866002215,69799978,135.132,516531.820738241,40.1,16277.671,2.1,77.15,0.755,28.9,64,20,34,64,32,45
"168","TJK",-1.56348917269069e-05,0.0126563619824128,0.766630901287554,0.840486788811325,NA,NA,NA,NA,-1.97113710076348e-07,0.0790784617559804,0.914893617021277,0.922788516162746,146,NA,134,38.9715434083601,60.8376842105263,29.3544907407407,36.7794584040747,9537642,64.281,148374.200774723,23.3,2896.913,4.8,71.1,0.65,20.6,NA,NA,NA,NA,NA,NA
"169","TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2442140468227,NA,NA,NA,1318442,87.176,15123.9102505277,18,6570.102,5.9,69.5,0.625,NA,NA,NA,NA,NA,NA,NA
"170","TTO",-3.05825475119168e-06,0.126502602333648,1,0.975841489150519,NA,NA,NA,NA,-2.28654560836761e-07,0.0633409981719311,1,0.679797873932295,85,NA,84,62.7225816993464,81.3810869565217,55.0227184466019,63.509182194617,1399491,266.886,5243.77824239563,36.2,28763.071,3,73.51,0.784,NA,47,16,58,55,13,80
"171","TUN",-2.62298011493391e-06,0.0685935133348556,0.945806451612903,0.964375350753053,-0.0783416726233024,0.0680969972909784,0.979629411859331,0.929168074083292,-1.15072676010004e-07,0.0442372364487338,0.970588235294118,0.965655949226166,95,82,94,44.847328990228,89.5665853658537,37.9545112781955,64.0087771466756,11818618,74.228,159220.482836665,32.7,10849.297,2.3,76.7,0.735,13.8,80,38,53,68,23,34
"172","TUR",-4.47958476941653e-05,0.0331051453857109,0.739674540237795,0.98971791148831,-0.137845003077214,0.0220824103353571,0.817264977474628,0.906614103060049,-1.23833478025077e-06,0.0324073318239028,0.818077364994255,0.970324836683386,104,98,110,55.9676923076923,76.0087234042553,52.4132452830189,41.2644551115724,84339067,104.914,803887.631774596,31.6,25129.341,2.81,77.69,0.791,14,66,37,45,85,46,49
"173","TWN",-5.47513254838239e-07,0.0819469637228888,0.99079754601227,0.967815922327751,-0.0145785219399538,0.0529347138559913,0.967232137226462,0.942479798124507,-8.3974425588687e-09,0.0893205345857143,1,0.792054930070035,85,81,88,25.22990625,30.2690909090909,24.1840377358491,4.51509090909091,23816775,NA,NA,42.2,NA,NA,80.46,NA,30.8,58,17,45,69,93,49
"174","TZA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9316398713826,NA,NA,NA,59734213,64.699,923263.311643147,17.7,2683.304,0.7,65.46,0.538,NA,NA,NA,NA,NA,34,38
"175","UGA",-4.80094444808815e-07,0.0197441870679534,0.644808743169399,0.88880162607647,-0.0140087627790528,0.0292233874331177,0.770305676781488,0.908641005190771,NA,NA,NA,NA,155,154,NA,65.9896078431373,83.2591836734694,61.4324242424242,27.5633190118153,45741000,213.759,213983.972604662,16.4,1697.707,0.5,63.37,0.516,NA,NA,NA,NA,NA,24,52
"176","UKR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1912377850163,NA,NA,NA,43733759,77.39,565108.657449283,41.4,7894.393,8.8,72.06,0.751,NA,NA,NA,NA,NA,86,14
"177","URY",-5.35447949709347e-06,0.0204966605272253,0.858064516129032,0.940184550271116,-0.0217660591045833,0.0278522263788846,0.837203698999301,0.943561538424966,-1.49695125725194e-07,0.0288113580357552,0.846153846153846,0.919931356347189,87,100,103,39.0374760383387,62.8845833333333,31.9130290456432,50.6051987179487,3473727,19.751,175876.006278163,35.6,20551.409,2.8,77.91,0.804,NA,61,36,38,100,26,53
"178","USA",-9.09984263660586e-05,0.00880194814635012,0.30697274168745,0.984936045605079,-0.184547944860617,0.0286878385069248,0.781722652500881,0.982289693581575,-6.47910226530605e-06,0.0217271093134263,0.737871864217103,0.99144116273439,104,98,109,58.3685350318471,72.69,53.4540454545455,42.3326506024096,331002647,35.608,9295738.23298135,38.3,54225.446,2.77,78.86,0.924,37,40,91,62,46,26,68
"179","UZB",-2.07474340811084e-06,0.0317359704495667,0.404953917050692,0.933754346289141,NA,NA,NA,NA,-8.36590083915662e-09,0.0176429562909518,0.428571428571428,0.828522424102104,107,NA,107,55.8022829581994,93.242,58.0562146892655,54.1784705882353,33469199,76.134,439609.097118239,28.2,6253.104,4,71.72,0.71,NA,NA,NA,NA,NA,NA,NA
"180","VAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,NA,NA,NA,NA,NA,75.12,NA,NA,NA,NA,NA,NA,NA,NA
"181","VCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110947,281.787,393.726467154269,31.8,10727.146,2.6,72.53,0.723,NA,NA,NA,NA,NA,NA,NA
"182","VEN",-3.493606665339e-05,0.0159380823634536,0.665304396843292,0.950628842142089,NA,NA,NA,NA,-2.98214129912977e-07,0.0157475061732781,NA,0.985225757490263,249,NA,259,70.9617307692308,85.3047058823529,65.591013215859,19.7136926664939,28435943,36.253,784374.893112294,29,16745.022,0.8,72.06,0.761,NA,81,12,73,76,16,100
"183","VNM",-8.58857787153117e-08,0.0279546334711223,0.956937799043062,0.450170881585311,-0.00518704981093421,0.0522972219057079,0.996350629342359,0.889495668214704,NA,NA,NA,NA,82,56,NA,59.00303514377,75.959,50.3250485436893,37.4108333333333,97338583,308.127,315904.101230986,32.6,6171.884,2.6,75.4,0.694,27.7,70,20,40,30,57,35
"184","VUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7636789297659,NA,NA,NA,307150,22.662,13553.5257258847,23.1,2921.909,NA,70.47,0.603,NA,NA,NA,NA,NA,NA,NA
"185","OWID_KOS",-1.36798197823439e-05,0.0453211413526292,0.695915279878971,0.981079123115681,NA,NA,NA,NA,-4.34608495354346e-07,0.0634194391462974,0.952380952380952,0.84111182173975,109,NA,106,59.3984887459807,92.59,54.0083555555556,53.4565517241379,1932774,168.155,11494.0025571645,NA,9795.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","YEM",-1.0098582550615e-06,0.0314169324237986,0.98539176626826,0.9730279385898,NA,NA,NA,NA,-2.99068248178902e-07,0.0301611738071336,0.973094170403587,0.967180787382457,164,NA,172,33.6276677316294,39.7716417910448,29.0282681564246,9.80368404456591,29825968,53.508,557411.377737908,20.3,1479.147,0.7,66.12,0.452,NA,80,38,53,68,23,34
"187","ZAF",-0.000193875130271803,0.0323186471302497,0.872129185770641,0.939942372225907,-0.265072431119426,0.0146767073494862,0.705188091201169,0.914612214456319,-4.30493406615456e-06,0.0138412074460706,0.769544101519662,0.807139506779091,200,204,214,57.8910576923077,71.0773684210526,53.6446186440678,13.1182672974571,59308690,46.754,1268526.54318347,27.3,12294.876,2.32,64.13,0.699,NA,NA,NA,NA,NA,34,63
"188","ZMB",-2.04091001958447e-06,0.0349671947767797,0.602345415778252,0.856172386289433,-0.0655375226639544,0.0285109299528046,0.678832404760458,0.787741953659323,-1.08790512771027e-08,0.015885143043553,1,0.663114601780976,135,140,117,40.8156862745098,42.2357692307692,35.4864814814815,11.9699285228046,18383956,22.995,799476.233963905,17.7,3689.251,2,63.89,0.588,NA,NA,NA,NA,NA,30,42
"189","ZWE",-9.58088538011389e-06,0.0343129933904706,0.892415730337079,0.881540332882016,-0.110370594769262,0.0183550661741967,0.791099179593199,0.831455464616241,-3.20259932649874e-07,0.0748093843662258,0.966386554621849,0.922442788225006,209,204,227,64.5926198083067,79.3422388059702,60.5754471544715,21.8228270412643,14862927,42.729,347841.676613073,19.6,1899.775,1.7,61.49,0.535,2.1,NA,NA,NA,NA,15,28
"190","OWID_WRL",-1.04606164745014e-05,0.00243603193014113,0.0820879487456216,0.604501183489104,NA,NA,NA,NA,-8.43747251039508e-07,0.0108807203193625,0.379975793846285,0.9579968684553,117,NA,103,NA,NA,NA,NA,7794798729,58.045,134288891.876992,30.9,15469.207,2.705,72.58,NA,NA,NA,NA,NA,NA,NA,NA
"191","AFG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8939936102236,NA,37.4751231527094,NA,38928341,54.422,715305.22582779,18.6,1803.987,0.5,64.83,0.498,NA,NA,NA,NA,NA,NA,NA
"192","AGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2424600638978,NA,61.8648363636364,NA,32866268,23.89,1375733.27752198,16.8,5819.495,NA,61.15,0.581,NA,NA,NA,NA,NA,NA,NA
"193","ALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2612297734628,NA,54.8430215827338,NA,2877800,104.871,27441.3326849177,38,11803.431,2.89,78.57,0.785,2.8,NA,NA,NA,NA,61,15
"194","AND",-0.00127198602213162,0.0124672669964139,0.407814407814408,0.939971710343029,NA,NA,NA,NA,-1.13893742315408e-05,0.0980302657056999,1,0.859639848035816,NA,NA,NA,38.8809446254072,58.5471794871795,30.2846524064171,16.090072049163,77265,163.755,471.832921132179,NA,NA,NA,83.73,0.858,25.5,NA,NA,NA,NA,NA,65
"195","ARE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0698697068404,NA,46.7936170212766,NA,9890400,112.442,87960.0149410363,34,67293.483,1.2,77.97,0.863,NA,80,38,53,68,23,34
"196","ARG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5731629392971,NA,74.7856133828996,NA,45195777,16.177,2793829.32558571,31.9,18933.907,5,76.67,0.825,19.2,49,46,56,86,20,62
"197","ARM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963234,102.931,28788.5476678552,35.7,8787.58,4.2,75.09,0.755,24.9,NA,NA,NA,NA,61,NA
"198","ATG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97928,231.845,422.385645582178,32.1,21490.943,3.8,77.02,0.78,NA,NA,NA,NA,NA,NA,NA
"199","AUS",-1.67624311658552e-05,0.0337802104925235,NA,0.882835201934655,-0.00674351955109599,0.0294400628227214,NA,0.922227629585846,-6.65101143021021e-07,0.0778234604289609,1,0.963799662962221,NA,NA,NA,57.6034504792332,66.8797580645161,42.5543650793651,4.52874111536358,25499881,3.202,7963735.47782636,37.9,44648.71,3.84,83.44,0.939,48.5,38,90,61,51,21,71
"200","AUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9536102236422,NA,40.8290163934426,NA,9006400,106.749,84369.8770011897,44.4,45436.686,7.37,81.54,0.908,49.8,11,55,79,70,60,63
"201","AZE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.84,NA,61.8937280701754,NA,10139175,119.309,84982.4824615075,32.4,15847.419,4.7,73,0.757,26.3,NA,NA,NA,NA,61,22
"202","BDI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3189180327869,NA,NA,NA,11890781,423.062,28106.4737556197,17.5,702.225,0.8,61.58,0.417,NA,NA,NA,NA,NA,NA,NA
"203","BEL",-0.00111190569212992,0.0527870620536897,0.785792329372618,0.966536088161772,-0.250587106363807,0.0411714787155736,0.382873825910265,0.921343628716946,-1.54828253153513e-05,0.0140318229161372,NA,0.966280218072791,NA,NA,NA,53.951661341853,62.7248571428571,45.116192893401,9.66729411764705,11589616,375.564,30859.2303841689,41.8,42658.576,5.64,81.63,0.916,NA,65,75,54,94,82,57
"204","BEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5085620915033,NA,39.7570813397129,NA,12123198,99.11,122320.633639391,18.8,2064.236,0.5,61.77,0.515,NA,61,78,43,97,NA,NA
"205","BFA",-1.02950360225798e-06,0.0277029789952752,0.618959107806692,0.96916368526469,NA,NA,NA,NA,-1.7222179219929e-08,0.0523589309074183,1,0.866466406675102,NA,NA,NA,40.8175399361022,29.71,32.6994736842105,-15.8643119266055,20903278,70.151,297975.481461419,17.6,1703.102,0.4,61.58,0.423,NA,NA,NA,NA,NA,27,18
"206","BGD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9275081967213,NA,63.5679797979798,NA,164689383,1265.036,130185.530688455,27.5,3523.984,0.8,72.59,0.608,12.9,80,20,55,60,47,20
"207","BGR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8072435897436,NA,42.3351320754717,NA,6948445,65.18,106603.942927278,44.7,18563.307,7.454,75.05,0.813,17.1,70,30,40,85,69,16
"208","BHR",-0.000389143521062446,0.0230820301484188,0.748519995167331,0.997657101910295,-0.04390634143032,0.018167747226088,0.626481378644395,0.974769361721133,-1.66903407003949e-06,0.0396245647034496,0.816901408450704,0.956996948341715,NA,NA,NA,60.1212745098039,62.06578125,57.5773267326733,-0.927249053030302,1701583,1935.907,878.959061566491,32.4,43290.705,2,77.29,0.846,NA,80,38,53,68,23,34
"209","BHS",-0.000247172267881846,0.0345099037752883,NA,0.978625160696128,NA,NA,NA,NA,-4.78069818536903e-06,0.0451373283067764,1,0.938009256152355,NA,NA,NA,NA,NA,NA,NA,393248,39.497,9956.4017520318,34.3,27717.847,2.9,73.92,0.807,NA,NA,NA,NA,NA,NA,NA
"210","BIH",-8.85389758337486e-05,0.00224034113606326,0.190856513357202,0.469131737857813,NA,NA,NA,NA,-2.95048638829071e-06,0.00609258019041342,0.227272727272727,0.374976367109632,NA,NA,NA,51.9709708737864,49.2666666666667,44.6358490566038,-6.87168949771689,3280815,68.496,47897.9064470918,42.5,11713.895,3.5,77.4,0.768,9.6,NA,NA,NA,NA,70,44
"211","BLR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9769131832797,NA,13.012576419214,NA,9449321,46.858,201658.649536899,40.3,17167.967,11,74.79,0.808,40,NA,NA,NA,NA,81,15
"212","BLZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4230225080386,NA,NA,NA,397621,16.426,24206.8062827225,25,7824.362,1.3,74.62,0.708,NA,NA,NA,NA,NA,NA,NA
"213","BOL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6762258064516,NA,66.6171891891892,NA,11673029,10.202,1144190.25681239,25.4,6885.829,1.1,71.51,0.693,8.5,NA,NA,NA,NA,NA,NA
"214","BRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.155,NA,58.1744019138756,NA,212559409,25.04,8488794.28913738,33.5,14103.452,2.2,75.88,0.759,6.5,69,38,49,76,44,59
"215","BRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6711858974359,NA,35.7993243243243,NA,287371,664.463,432.486082746519,39.8,16978.068,5.8,79.19,0.8,NA,NA,NA,NA,NA,NA,NA
"216","BRN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7194249201278,NA,37.1859842519685,NA,437483,81.347,5377.98566634295,32.4,71809.251,2.7,75.86,0.853,NA,NA,NA,NA,NA,NA,NA
"217","BTN",-6.16890354219478e-06,0.0120627059457296,0.714285714285714,0.717259521920903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.5252287581699,84.0285714285714,58.3558163265306,13.2889714285714,771612,21.188,36417.4060789126,28.6,8708.597,1.7,71.78,0.612,NA,NA,NA,NA,NA,NA,NA
"218","BWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1241666666667,NA,NA,NA,2351625,4.044,581509.643916914,25.8,15807.374,1.8,69.59,0.717,NA,NA,NA,NA,NA,NA,NA
"219","CAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8449019607843,NA,38.2225142857143,NA,4829764,7.479,645776.708116058,18.3,661.24,1,53.28,0.367,NA,54,73,45,60,NA,NA
"220","CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.0133546325879,NA,52.0087044534413,NA,37742157,4.037,9349060.44092148,41.4,44017.591,2.5,82.43,0.926,NA,39,80,52,48,36,68
"221","CHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3208626198083,NA,37.0566801619433,NA,8654618,214.243,40396.2696564182,43.1,57410.166,4.53,83.78,0.944,57.1,34,68,70,58,74,66
"222","CHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.5078758169935,NA,55.3074869109948,NA,19116209,24.282,787258.421876287,35.4,22767.037,2.11,80.18,0.843,12.9,63,23,28,86,31,68
"223","CHN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4318269230769,NA,70.6252320675106,NA,1439323774,147.674,9746629.56241451,38.7,15308.712,4.34,76.91,0.752,63.5,80,20,66,30,87,24
"224","CIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8768370607029,NA,44.9924,NA,26378275,76.399,345269.898820665,18.7,3601.006,NA,57.78,0.492,NA,77,20,46,54,9,78
"225","CMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3121568627451,NA,40.3673770491803,NA,26545864,50.885,521683.482362189,18.8,3364.926,1.3,59.29,0.556,NA,NA,NA,NA,NA,NA,NA
